Nom_espece_source;Latitude;Longitude
Convolvulus lanuginosus;39,816;-0,63999
Convolvulus lanuginosus;39,81612;-1,14233
Convolvulus lanuginosus;39,81647;-0,66334
Convolvulus lanuginosus;39,81671;-0,67501
Convolvulus lanuginosus;39,81789;-0,31282
Convolvulus lanuginosus;39,81816;-0,3245
Convolvulus lanuginosus;39,81843;-0,33617
Convolvulus lanuginosus;39,81869;-0,34784
Convolvulus lanuginosus;39,81877;-0,78008
Convolvulus lanuginosus;39,82027;-0,41787
Convolvulus lanuginosus;39,82053;-0,42955
Convolvulus lanuginosus;39,82079;-0,44122
Convolvulus lanuginosus;39,82105;-0,45289
Convolvulus lanuginosus;39,82156;-0,47624
Convolvulus lanuginosus;39,82181;-0,48791
Convolvulus lanuginosus;39,82207;-0,49958
Convolvulus lanuginosus;39,82476;-0,628
Convolvulus lanuginosus;39,82494;-1,13041
Convolvulus lanuginosus;39,82513;-1,14208
Convolvulus lanuginosus;39,82716;-0,32415
Convolvulus lanuginosus;39,82743;-0,33582
Convolvulus lanuginosus;39,82796;-0,35917
Convolvulus lanuginosus;39,82928;-0,41754
Convolvulus lanuginosus;39,82954;-0,42921
Convolvulus lanuginosus;39,83005;-0,45256
Convolvulus lanuginosus;39,83056;-0,47591
Convolvulus lanuginosus;39,83081;-0,48758
Convolvulus lanuginosus;39,83353;-0,61602
Convolvulus lanuginosus;39,834;-0,63937
Convolvulus lanuginosus;39,83424;-0,65105
Convolvulus lanuginosus;39,83424;-0,24208
Convolvulus lanuginosus;39,83452;-0,25375
Convolvulus lanuginosus;39,84229;-0,60403
Convolvulus lanuginosus;39,8424;-0,2067
Convolvulus lanuginosus;39,84277;-0,62738
Convolvulus lanuginosus;39,84301;-0,63906
Convolvulus lanuginosus;39,84324;-0,65074
Convolvulus lanuginosus;39,84324;-0,24172
Convolvulus lanuginosus;39,84352;-0,25339
Convolvulus lanuginosus;39,8514;-0,20633
Convolvulus lanuginosus;39,85153;-0,61539
Convolvulus lanuginosus;39,85168;-0,21801
Convolvulus lanuginosus;39,85177;-0,62707
Convolvulus lanuginosus;39,85224;-0,24136
Convolvulus lanuginosus;39,85225;-0,65043
Convolvulus lanuginosus;39,86124;-0,241
Convolvulus lanuginosus;39,86152;-0,25268
Convolvulus lanuginosus;39,86606;-0,45123
Convolvulus lanuginosus;39,86631;-0,46291
Convolvulus lanuginosus;39,86657;-0,47459
Convolvulus lanuginosus;39,86782;-0,533
Convolvulus lanuginosus;39,87506;-0,45089
Convolvulus lanuginosus;39,87633;-0,50931
Convolvulus lanuginosus;39,87658;-0,52099
Convolvulus lanuginosus;39,87683;-0,53267
Convolvulus lanuginosus;39,87707;-0,54436
Convolvulus lanuginosus;39,87732;-0,55604
Convolvulus lanuginosus;39,88223;-0,36878
Convolvulus lanuginosus;39,88457;-0,47393
Convolvulus lanuginosus;39,88558;-0,52066
Convolvulus lanuginosus;39,88583;-0,53235
Convolvulus lanuginosus;39,88632;-0,55572
Convolvulus lanuginosus;39,88657;-0,5674
Convolvulus lanuginosus;39,8873;-0,60246
Convolvulus lanuginosus;39,89096;-0,35675
Convolvulus lanuginosus;39,89123;-0,36843
Convolvulus lanuginosus;39,89149;-0,38012
Convolvulus lanuginosus;39,89357;-0,4736
Convolvulus lanuginosus;39,89382;-0,48528
Convolvulus lanuginosus;39,89433;-0,50865
Convolvulus lanuginosus;39,89458;-0,52034
Convolvulus lanuginosus;39,89508;-0,54371
Convolvulus lanuginosus;39,8963;-0,60215
Convolvulus lanuginosus;39,89654;-0,61383
Convolvulus lanuginosus;39,89773;-0,67227
Convolvulus lanuginosus;39,90358;-0,52002
Convolvulus lanuginosus;39,90383;-0,5317
Convolvulus lanuginosus;39,90408;-0,54339
Convolvulus lanuginosus;39,90482;-0,57846
Convolvulus lanuginosus;39,90483;-0,18077
Convolvulus lanuginosus;39,9053;-0,60183
Convolvulus lanuginosus;39,90743;-0,70704
Convolvulus lanuginosus;39,91258;-0,51969
Convolvulus lanuginosus;39,91283;-0,53138
Convolvulus lanuginosus;39,91308;-0,54307
Convolvulus lanuginosus;39,91382;-0,57814
Convolvulus lanuginosus;39,91406;-0,58983
Convolvulus lanuginosus;39,9143;-0,60152
Convolvulus lanuginosus;39,91455;-0,61321
Convolvulus lanuginosus;39,91479;-0,6249
Convolvulus lanuginosus;39,91597;-0,68335
Convolvulus lanuginosus;39,92133;-0,50768
Convolvulus lanuginosus;39,92158;-0,51937
Convolvulus lanuginosus;39,92331;-0,6012
Convolvulus lanuginosus;39,92355;-0,6129
Convolvulus lanuginosus;39,92403;-0,63628
Convolvulus lanuginosus;39,92427;-0,64797
Convolvulus lanuginosus;39,9245;-0,65967
Convolvulus lanuginosus;39,92474;-0,67136
Convolvulus lanuginosus;39,92521;-0,69474
Convolvulus lanuginosus;39,93008;-0,49566
Convolvulus lanuginosus;39,93755;-0,42517
Convolvulus lanuginosus;39,94681;-0,43653
Convolvulus lanuginosus;39,95127;-0,64705
Convolvulus lanuginosus   Desr. & Lam.;39,96761;-1,67684
Convolvulus lanuginosus;39,96807;-0,58793
Convolvulus lanuginosus;39,97934;-0,28309
Convolvulus lanuginosus;39,97962;-0,29479
Convolvulus lanuginosus;39,97989;-0,30649
Convolvulus lanuginosus;39,98016;-0,31818
Convolvulus lanuginosus;39,98255;-0,42348
Convolvulus lanuginosus;39,98807;-0,27103
Convolvulus lanuginosus;39,98834;-0,28273
Convolvulus lanuginosus;39,98862;-0,29443
Convolvulus lanuginosus;39,98889;-0,30613
Convolvulus lanuginosus;39,99623;-0,23557
Convolvulus lanuginosus;39,99651;-0,24727
Convolvulus lanuginosus;40,00353;-0,165
Convolvulus lanuginosus;40,00495;-0,2235
Convolvulus lanuginosus;40,00523;-0,23521
Convolvulus lanuginosus;40,00988;-0,22037
Convolvulus lanuginosus;40,01138;-0,11781
Convolvulus lanuginosus;40,01253;-0,16462
Convolvulus lanuginosus;40,0131;-0,18803
Convolvulus lanuginosus;40,01423;-0,23484
Convolvulus lanuginosus;40,01479;-0,25825
Convolvulus lanuginosus;40,01643;-0,32848
Convolvulus lanuginosus;40,02153;-0,16425
Convolvulus lanuginosus;40,02182;-0,17595
Convolvulus lanuginosus;40,0221;-0,18766
Convolvulus lanuginosus;40,02323;-0,23448
Convolvulus lanuginosus;40,02351;-0,24619
Convolvulus lanuginosus;40,02543;-0,32813
Convolvulus lanuginosus;40,0257;-0,33983
Convolvulus lanuginosus;40,02597;-0,35154
Convolvulus lanuginosus;40,03497;-0,35119
Convolvulus lanuginosus;40,0355;-0,37461
Convolvulus lanuginosus;40,0357;-0,01132
Convolvulus lanuginosus;40,03577;-0,38632
Convolvulus lanuginosus;40,03595;-1,3825
Convolvulus lanuginosus;40,04477;-0,38598
Convolvulus lanuginosus;40,04503;-0,39769
Convolvulus lanuginosus;40,05191;-1,24145
Convolvulus lanuginosus;40,05429;-0,40906
Convolvulus lanuginosus;40,06006;-0,26816
Convolvulus lanuginosus;40,06034;-0,27987
Convolvulus lanuginosus;40,063;0,02185
Convolvulus lanuginosus;40,06407;-0,44386
Convolvulus lanuginosus;40,06433;-0,45557
Convolvulus lanuginosus;40,06459;-0,46729
Convolvulus lanuginosus;40,06561;-0,51415
Convolvulus lanuginosus;40,06586;-0,52586
Convolvulus lanuginosus;40,06685;-0,57273
Convolvulus lanuginosus;40,06934;-0,27951
Convolvulus lanuginosus;40,07435;-0,5021
Convolvulus lanuginosus;40,07461;-0,51382
Convolvulus lanuginosus;40,07486;-0,52554
Convolvulus lanuginosus;40,07834;-0,27915
Convolvulus lanuginosus;40,08361;-0,51349
Convolvulus lanuginosus;40,08734;-0,2788
Convolvulus lanuginosus;40,08761;-0,29051
Convolvulus lanuginosus;40,09877;-0,38391
Convolvulus lanuginosus;40,1031;-0,58317
Convolvulus lanuginosus;40,10334;-0,59489
Convolvulus lanuginosus;40,10777;-0,38356
Convolvulus lanuginosus;40,12708;-0,4415
Convolvulus lanuginosus;40,1803;-0,40427
Convolvulus lanuginosus;40,19777;-0,38011
Convolvulus lanuginosus;40,19856;-0,41532
Convolvulus lanuginosus;40,23836;-0,19048
Convolvulus lanuginosus;40,30135;0,18787
Convolvulus lanuginosus;40,30623;0,02295
Convolvulus lanuginosus;40,34942;0,31538
Convolvulus lanuginosus;40,34969;0,32714
Convolvulus lanuginosus;40,3884;0,06645
Convolvulus lanuginosus;40,3968;0,04252
Convolvulus lanuginosus;40,40961;0,19515
Convolvulus lanuginosus;40,44589;0,20543
Convolvulus lanuginosus;40,44716;0,20735
Convolvulus lanuginosus;40,47567;0,40764
Convolvulus lanuginosus;40,47756;0,40464
Convolvulus lanuginosus;40,5069;0,50972
Convolvulus lanuginosus;40,5159;0,50939
Convolvulus lanuginosus;40,55695;0,33072
Convolvulus lanuginosus;40,62586;0,19794
Convolvulus lanuginosus;40,75026;0,0577
Convolvulus lanuginosus;40,75126;0,05691
Convolvulus lanuginosus;40,80667;0,11566
Convolvulus lanuginosus;40,99238;-0,46776
Convolvulus lanuginosus;40,993;0,11111
Convolvulus lanuginosus;41,00446;-0,74551
Convolvulus lanuginosus;41,05564;-0,47723
Convolvulus lanuginosus;41,145712;1,243933
Convolvulus lanuginosus;41,14715;1,2441
Convolvulus lanuginosus;41,26908;1,92494
Convolvulus lanuginosus;41,36444;1,94458
Convolvulus lanuginosus;41,435031;1,591022
Convolvulus lanuginosus;41,44222;-1,4558
Convolvulus lanuginosus;41,44394;1,620062
Convolvulus lanuginosus;41,453818;1,618488
Convolvulus lanuginosus;41,4599;-1,43143
Convolvulus lanuginosus;41,46891;-1,43121
Convolvulus lanuginosus;41,48489;-0,34087
Convolvulus lanuginosus;41,5213;-0,60422
Convolvulus lanuginosus   Desr.;41,57373;1,93245
Convolvulus lanuginosus;41,58101;1,88544
Convolvulus lanuginosus;41,64998;-0,92247
Convolvulus lanuginosus;41,86889;0,60212
Convolvulus lanuginosus;41,87374;0,57543
Convolvulus lanuginosus;41,87713;0,56566
Convolvulus lanuginosus;41,87739;0,5777
Convolvulus lanuginosus;41,88311;0,57608
Convolvulus lanuginosus;41,88613;0,56532
Convolvulus lanuginosus   Desr. in Lam.;41,88639;0,57736
Convolvulus lanuginosus;41,88639;0,57736
Convolvulus lanuginosus;41,88644;0,57977
Convolvulus lanuginosus;41,88824;0,57971
Convolvulus lanuginosus;41,88924;0,58449
Convolvulus lanuginosus;41,910433;0,914314
Convolvulus lanuginosus;41,91449;0,58595
Convolvulus lanuginosus   Desr. in Lam.;41,93035;0,52746
Convolvulus lanuginosus;41,93061;0,53951
Convolvulus lanuginosus;41,93935;0,52711
Convolvulus lanuginosus   Desr.;41,99745;0,30755
Convolvulus lanuginosus;41,99745;0,30755
Convolvulus lanuginosus   Desr.;42,00559;0,27098
Convolvulus lanuginosus;42,00559;0,27098
Convolvulus lanuginosus;42,00644;0,30717
Convolvulus lanuginosus   Desr.;42,01487;0,28266
Convolvulus lanuginosus;42,01487;0,28266
Convolvulus lanuginosus   Desr.;42,02387;0,28228
Convolvulus lanuginosus;42,02387;0,28228
Convolvulus lanuginosus   Desr.;42,03286;0,28189
Convolvulus lanuginosus;42,03286;0,28189
Convolvulus lanuginosus;42,18135;-0,09392
Convolvulus lanuginosus;42,19034;0,09351
Convolvulus lanuginosus;42,19305;0,20238
