"","bio01","bio02","bio03","bio04","bio05","bio06","bio07","bio08","elev","presence"
"1218",17,9,0,562,30,5,25,18,227,1
"1219",17,10,0,563,30,5,25,18,225,1
"1220",17,9,0,556,30,5,25,18,178,1
"1221",17,9,0,558,30,5,25,18,198,1
"1222",17,10,0,559,30,5,25,18,231,1
"1223",17,10,0,559,30,5,25,18,227,1
"1224",17,10,0,559,30,5,26,18,225,1
"1225",17,10,0,558,30,5,25,18,204,1
"1226",17,10,0,559,30,5,25,18,194,1
"1227",17,9,0,560,30,5,25,18,180,1
"1228",17,9,0,560,30,5,25,18,200,1
"1229",17,10,0,550,30,5,25,18,120,1
"1230",17,10,0,551,30,5,25,18,147,1
"1231",17,10,0,550,30,6,25,18,116,1
"1232",18,10,0,550,30,6,25,18,111,1
"1233",17,10,0,553,30,5,25,18,211,1
"1234",17,10,0,551,30,5,25,18,200,1
"1235",17,10,0,553,30,5,25,18,211,1
"1236",16,10,0,578,29,3,26,16,365,1
"1237",14,10,0,558,27,2,25,15,762,1
"1238",14,10,0,556,27,2,25,15,688,1
"1239",13,10,0,558,27,2,25,14,825,1
"1240",15,9,0,553,28,3,25,16,571,1
"1241",17,8,0,550,29,6,23,18,69,1
"1242",16,8,0,544,29,5,23,18,321,1
"1243",17,8,0,538,29,6,23,18,185,1
"1244",15,10,0,607,30,2,28,15,738,1
"1245",17,11,0,580,32,4,27,18,328,1
"1246",17,9,0,553,30,5,25,18,152,1
"1247",17,10,0,558,30,5,25,18,223,1
"1248",17,10,0,558,30,5,26,18,233,1
"1249",17,10,0,560,30,4,26,17,292,1
"1250",17,10,0,558,30,5,26,18,242,1
"1251",17,10,0,560,30,5,26,18,276,1
"1252",17,9,0,553,30,5,25,18,155,1
"1253",17,10,0,557,30,5,26,18,257,1
"1254",17,10,0,557,30,5,26,18,259,1
"1255",17,10,0,554,30,5,25,18,197,1
"1256",17,9,0,562,30,5,25,18,311,1
"1257",17,9,0,562,30,5,25,18,273,1
"1258",18,7,0,532,29,7,22,19,89,1
"1259",18,8,0,533,29,7,22,19,101,1
"1260",17,7,0,533,29,6,22,19,129,1
"1261",17,8,0,540,28,6,23,18,221,1
"1262",17,8,0,542,28,6,22,18,267,1
"1263",17,9,0,554,30,5,24,18,207,1
"1264",17,9,0,549,30,6,24,18,147,1
"1265",17,9,0,551,30,6,24,18,154,1
"1266",17,9,0,551,30,6,24,18,163,1
"1267",17,9,0,550,30,6,24,18,150,1
"1268",17,9,0,552,30,5,24,18,196,1
"1269",17,9,0,550,30,5,24,18,178,1
"1270",14,10,0,611,30,2,28,15,817,1
"1271",16,11,0,601,31,3,28,17,545,1
"1272",14,10,0,569,28,2,26,14,797,1
"1273",17,8,0,487,29,6,22,12,256,1
"1274",17,9,0,534,28,5,23,18,243,1
"1275",17,9,0,536,29,5,23,18,240,1
"1276",17,9,0,536,28,5,23,18,249,1
"1277",17,5,0,484,27,8,19,18,283,1
"1278",18,6,0,505,28,8,21,19,137,1
"1279",17,7,0,523,29,7,22,18,268,1
"1280",15,10,0,594,29,2,27,15,811,1
"1281",14,10,0,599,29,2,28,15,818,1
"1282",14,10,0,600,29,1,28,15,851,1
"1283",14,10,0,597,29,2,28,15,815,1
"1284",16,7,0,553,28,5,23,13,691,1
"1285",13,10,0,601,29,1,28,14,971,1
"1286",15,10,0,616,31,3,28,16,682,1
"1287",14,11,0,608,29,1,28,14,900,1
"1288",14,11,0,625,30,1,29,15,782,1
"1289",14,10,0,609,30,1,28,15,868,1
"1290",17,12,0,585,32,4,28,18,272,1
"1291",17,11,0,586,32,4,28,18,285,1
"1292",14,10,0,613,30,2,28,15,817,1
"1293",14,10,0,598,29,1,28,15,917,1
"1294",14,10,0,607,30,1,28,15,874,1
"1295",16,10,0,607,31,3,28,16,624,1
"1296",15,11,0,588,30,2,28,16,537,1
"1297",14,10,0,594,28,2,27,15,924,1
"1298",17,10,0,592,31,4,27,17,461,1
"1299",14,11,0,610,30,1,28,15,880,1
"1300",15,10,0,614,31,3,28,16,681,1
"1301",16,11,0,608,31,3,28,16,625,1
"1302",14,11,0,638,30,1,30,10,881,1
"1303",16,10,0,598,31,3,28,17,532,1
"1304",17,11,0,591,31,4,28,18,401,1
"1305",16,10,0,595,31,3,27,17,539,1
"1306",16,10,0,587,30,3,27,16,616,1
"1307",17,11,0,589,31,4,27,17,473,1
"1308",17,11,0,588,31,4,27,17,458,1
"1309",17,11,0,586,32,4,28,18,381,1
"1310",16,10,0,594,31,3,27,17,550,1
"1311",17,11,0,594,31,4,28,17,444,1
"1312",15,11,0,609,30,2,28,16,764,1
"1313",17,10,0,549,30,5,25,18,181,1
"1314",17,10,0,551,30,5,25,18,182,1
"1315",17,10,0,550,30,5,25,18,160,1
"1316",17,10,0,555,31,5,26,18,172,1
"1317",17,9,0,549,30,5,24,18,178,1
"1318",17,9,0,552,30,5,25,18,183,1
"1319",15,11,0,608,30,2,28,16,744,1
"1320",17,9,0,557,31,5,25,18,284,1
"1321",17,10,0,568,30,5,26,18,287,1
"1322",18,10,0,558,31,6,26,19,226,1
"1323",18,10,0,574,32,5,27,18,274,1
"1324",16,10,0,562,30,4,26,17,381,1
"1325",15,10,0,567,29,3,26,16,530,1
"1326",16,10,0,565,30,4,26,17,392,1
"1327",15,10,0,568,29,3,26,16,530,1
"1328",15,10,0,568,29,3,26,16,577,1
"1329",17,9,0,553,30,5,25,18,172,1
"1330",17,9,0,553,30,5,25,18,184,1
"1331",17,10,0,555,30,5,25,18,223,1
"1332",17,10,0,554,30,5,25,18,199,1
"1333",17,10,0,553,30,5,25,18,174,1
"1334",17,10,0,554,30,5,25,18,214,1
"1335",14,10,0,574,28,2,26,15,733,1
"1336",14,10,0,572,28,2,26,14,793,1
"1337",17,9,0,562,30,5,25,18,259,1
"1338",17,9,0,556,30,6,24,18,151,1
"1339",18,10,0,571,31,5,26,19,131,1
"1340",18,10,0,564,32,6,26,19,69,1
"1341",17,10,0,574,31,5,26,18,197,1
"1342",17,10,0,573,31,5,26,18,205,1
"1343",17,10,0,574,31,5,27,18,201,1
"1344",17,10,0,574,31,5,26,18,201,1
"1345",18,10,0,564,32,6,26,19,51,1
"1346",16,9,0,561,29,5,24,17,415,1
"1347",17,9,0,533,29,5,23,18,114,1
"1348",17,8,0,533,29,5,23,18,114,1
"1349",17,9,0,534,29,5,23,18,123,1
"1350",17,10,0,565,31,5,26,18,138,1
"1351",18,9,0,550,30,6,24,19,71,1
"1352",18,9,0,550,30,6,24,19,83,1
"1353",18,9,0,550,30,6,24,19,89,1
"1354",17,9,0,556,30,5,25,18,150,1
"1355",18,9,0,553,30,6,24,19,113,1
"1356",18,9,0,554,30,6,24,19,109,1
"1357",18,9,0,551,30,6,24,19,85,1
"1358",16,11,0,591,31,3,28,16,469,1
"1359",17,10,0,570,31,4,27,18,213,1
"1360",17,10,0,569,31,4,26,18,180,1
"1361",17,10,0,566,31,5,26,18,128,1
"1362",17,10,0,569,31,5,26,18,123,1
"1363",17,10,0,570,31,5,26,18,327,1
"1364",16,8,0,534,28,5,23,17,296,1
"1365",17,8,0,528,28,6,22,18,233,1
"1366",15,8,0,544,27,4,23,16,508,1
"1367",17,10,0,585,31,4,27,18,352,1
"1368",17,10,0,574,31,5,26,18,196,1
"1369",17,10,0,579,31,4,27,18,271,1
"1370",18,10,0,580,32,5,27,18,152,1
"1371",17,11,0,584,31,4,27,18,295,1
"1372",17,10,0,578,32,5,27,18,168,1
"1373",17,10,0,580,32,5,27,18,189,1
"1374",17,11,0,580,32,4,27,18,226,1
"1375",17,10,0,582,32,5,27,18,193,1
"1376",17,11,0,583,32,4,27,18,231,1
"1377",17,10,0,583,31,4,27,18,282,1
"1378",18,10,0,578,32,5,27,18,156,1
"1379",17,11,0,585,31,4,28,17,345,1
"1380",17,11,0,584,32,4,27,18,220,1
"1381",17,11,0,587,31,4,28,17,319,1
"1382",17,11,0,586,32,4,28,18,246,1
"1383",17,11,0,585,31,4,27,18,292,1
"1384",17,11,0,586,31,4,27,17,343,1
"1385",18,8,0,467,29,8,21,13,99,1
"1386",16,10,0,595,31,4,27,17,508,1
"1387",17,10,0,547,29,5,25,17,262,1
"1388",16,10,0,548,29,4,25,17,316,1
"1389",16,10,0,547,29,4,25,17,329,1
"1390",17,9,0,552,29,5,24,18,328,1
"1391",15,10,0,581,29,3,26,16,654,1
"1392",16,10,0,573,29,3,26,16,526,1
"1393",14,10,0,585,28,2,26,15,789,1
"1394",17,9,0,554,30,5,24,18,280,1
"1395",16,10,0,580,30,3,26,16,531,1
"1396",14,10,0,583,29,2,26,15,765,1
"1397",15,10,0,584,29,3,26,16,685,1
"1398",17,9,0,560,30,5,25,18,329,1
"1399",14,10,0,588,28,1,27,14,883,1
"1400",16,9,0,563,30,4,25,17,383,1
"1401",15,10,0,585,30,3,27,16,600,1
"1402",15,10,0,584,29,3,27,16,651,1
"1403",17,11,0,579,31,4,27,17,293,1
"1404",17,11,0,578,31,4,27,18,237,1
"1405",17,11,0,579,31,4,27,18,261,1
"1406",17,11,0,579,31,4,27,18,245,1
"1407",17,11,0,578,31,4,27,18,249,1
"1408",17,11,0,578,31,4,27,18,261,1
"1409",17,11,0,579,31,4,27,18,259,1
"1410",17,11,0,579,31,4,27,18,281,1
"1411",17,11,0,575,31,4,27,18,208,1
"1412",17,11,0,578,31,4,27,17,306,1
"1413",17,11,0,579,31,4,27,18,268,1
"1414",16,11,0,588,31,3,28,16,450,1
"1415",16,11,0,586,31,3,28,17,401,1
"1416",16,11,0,584,31,4,28,17,325,1
"1417",16,11,0,587,31,3,28,17,391,1
"1418",17,11,0,584,31,4,28,17,293,1
"1419",16,11,0,590,31,3,28,16,474,1
"1420",16,11,0,588,31,3,28,17,415,1
"1421",16,11,0,588,31,3,28,17,436,1
"1422",18,5,0,460,27,9,18,20,83,1
"1423",17,10,0,583,31,4,27,18,355,1
"1424",18,8,0,471,29,8,21,13,112,1
"1425",18,9,0,545,30,6,24,19,220,1
"1426",17,10,0,585,31,4,27,18,365,1
"1427",16,9,0,550,29,5,24,17,297,1
"1428",17,9,0,547,29,5,24,18,259,1
"1429",16,9,0,550,29,5,24,17,309,1
"1430",16,9,0,553,29,5,24,17,338,1
"1431",16,10,0,564,30,4,26,17,348,1
"1432",16,10,0,567,30,3,26,16,446,1
"1433",16,10,0,568,30,3,26,16,475,1
"1434",15,10,0,568,29,3,26,16,546,1
"1435",16,6,0,533,27,6,21,13,652,1
"1436",17,9,0,555,30,5,24,18,225,1
"1437",16,8,0,556,29,5,24,18,326,1
"1438",18,4,0,423,27,11,16,14,71,1
"1439",15,10,0,612,30,2,28,16,712,1
"1440",17,10,0,579,31,5,27,18,337,1
"1441",16,9,0,546,28,4,24,17,330,1
"1442",16,9,0,548,28,4,24,16,383,1
"1443",15,9,0,549,28,3,24,16,477,1
"1444",16,9,0,546,28,4,24,17,326,1
"1445",16,10,0,590,31,3,27,17,537,1
"1446",16,9,0,541,28,4,24,17,340,1
"1447",16,9,0,542,28,5,24,17,318,1
"1448",18,4,0,399,27,10,16,14,88,1
"1449",16,11,0,593,31,3,28,16,518,1
"1450",16,10,0,585,31,4,27,17,400,1
"1451",17,10,0,583,31,4,27,18,279,1
"1452",16,11,0,597,31,3,28,17,472,1
"1453",16,11,0,592,31,4,28,17,387,1
"1454",16,11,0,594,31,3,28,17,409,1
"1455",17,11,0,591,32,4,28,17,346,1
"1456",16,11,0,595,31,3,28,16,541,1
"1457",15,11,0,598,30,2,28,16,631,1
"1458",16,11,0,591,31,3,28,17,404,1
"1459",14,11,0,600,30,2,28,15,737,1
"1460",14,11,0,600,30,2,28,15,771,1
"1461",15,11,0,599,31,3,28,16,571,1
"1462",15,11,0,600,30,2,28,15,689,1
"1463",14,11,0,603,30,1,28,15,806,1
"1464",14,11,0,602,30,1,28,15,807,1
"1465",15,11,0,601,30,2,28,15,719,1
"1466",15,11,0,600,30,2,28,15,673,1
"1467",16,11,0,601,31,3,28,17,541,1
"1468",16,10,0,598,30,3,27,16,625,1
"1469",15,9,0,562,28,4,24,16,529,1
"1470",16,10,0,616,31,3,28,17,596,1
"1471",15,10,0,594,29,2,27,16,755,1
"1472",17,11,0,582,31,4,27,18,359,1
"1473",17,9,0,562,30,5,25,18,263,1
"1474",17,9,0,565,30,5,25,18,308,1
"1475",17,9,0,562,31,5,25,18,171,1
"1476",16,9,0,567,30,4,25,17,401,1
"1477",16,9,0,569,30,4,25,17,354,1
"1478",16,10,0,592,31,4,28,17,479,1
"1479",15,11,0,606,30,2,28,15,792,1
"1480",16,10,0,600,31,3,28,17,578,1
"1481",17,10,0,590,31,4,28,17,462,1
"1482",15,10,0,602,30,2,28,15,768,1
"1483",16,10,0,586,30,3,27,16,623,1
"1484",16,10,0,582,30,4,27,17,510,1
"1485",17,11,0,592,31,4,28,17,439,1
"1486",16,10,0,595,31,3,28,17,542,1
"1487",16,11,0,598,31,3,28,17,498,1
"1488",17,9,0,545,29,5,24,17,278,1
"1489",16,9,0,544,29,5,24,17,292,1
"1490",17,8,0,549,29,6,24,18,253,1
"1491",17,8,0,551,29,5,24,18,321,1
"1492",16,8,0,553,29,5,24,17,393,1
"1493",17,8,0,549,29,5,24,18,297,1
"1494",16,9,0,552,29,4,25,17,343,1
"1495",16,9,0,553,29,4,25,17,386,1
"1496",16,10,0,554,29,4,25,17,333,1
"1497",16,10,0,557,30,4,26,17,299,1
"1498",17,10,0,553,30,4,26,18,249,1
"1499",17,10,0,553,30,5,25,18,216,1
"1500",17,10,0,555,30,5,25,18,246,1
"1501",17,10,0,555,30,4,26,17,275,1
"1502",17,10,0,557,30,4,26,17,267,1
"1503",17,9,0,553,30,6,25,18,148,1
"1504",17,9,0,556,30,5,25,18,210,1
"1505",17,9,0,553,30,5,25,18,150,1
"1506",17,9,0,555,30,5,25,18,186,1
"1507",17,9,0,554,30,5,25,18,168,1
"1508",17,9,0,552,30,6,25,18,142,1
"1509",18,5,0,489,28,9,18,20,41,1
"1510",18,5,0,490,28,9,19,20,55,1
"1511",18,5,0,492,28,9,19,20,40,1
"1512",18,5,0,489,28,9,18,20,52,1
"1513",18,5,0,490,28,9,18,19,98,1
"1514",18,5,0,494,28,9,19,20,47,1
"1515",17,10,0,563,30,5,26,18,238,1
"1516",17,10,0,564,30,4,26,18,269,1
"1517",14,11,0,629,30,1,29,15,729,1
"1518",16,11,0,595,31,3,28,17,506,1
"1519",15,11,0,599,30,2,28,16,632,1
"1520",16,11,0,598,31,4,28,17,389,1
"1521",15,11,0,600,30,2,28,16,628,1
"1522",15,11,0,602,31,3,28,16,580,1
"1523",16,11,0,595,31,3,28,17,425,1
"1524",17,10,0,551,30,5,25,18,209,1
"1525",16,10,0,556,29,4,26,17,401,1
"1526",17,10,0,553,30,5,25,18,245,1
"1527",15,9,0,558,28,3,24,16,554,1
"1528",15,9,0,559,28,3,24,16,593,1
"1529",18,7,0,513,28,7,21,19,55,1
"1530",17,8,0,528,28,6,23,18,168,1
"1531",17,8,0,533,28,5,23,18,220,1
"1532",17,8,0,518,28,7,22,19,77,1
"1533",17,7,0,513,28,7,21,19,70,1
"1534",18,7,0,515,28,7,22,19,56,1
"1535",17,8,0,525,28,6,22,18,157,1
"1536",18,7,0,512,28,7,21,19,46,1
"1537",17,10,0,567,31,5,26,18,142,1
"1538",17,10,0,570,31,5,26,18,132,1
"1539",17,10,0,569,31,5,27,18,151,1
"1540",17,11,0,573,31,4,27,18,215,1
"1541",18,10,0,566,31,5,26,18,114,1
"1542",18,10,0,564,31,5,26,19,76,1
"1543",17,11,0,571,31,4,27,18,218,1
"1544",18,10,0,565,31,5,26,19,87,1
"1545",17,10,0,571,31,4,27,18,180,1
"1546",17,10,0,570,31,5,27,18,155,1
"1547",15,10,0,558,29,3,26,16,553,1
"1548",15,10,0,558,29,3,26,16,502,1
"1549",15,10,0,558,29,3,26,16,482,1
"1550",15,10,0,559,29,3,26,16,541,1
"1551",17,9,0,554,30,6,25,18,128,1
"1552",17,9,0,557,30,5,25,18,136,1
"1553",17,9,0,554,30,5,25,18,142,1
"1554",17,10,0,555,30,5,26,18,207,1
"1555",17,10,0,556,30,5,26,18,214,1
"1556",17,10,0,556,30,5,26,18,234,1
"1557",17,10,0,557,30,4,26,18,242,1
"1558",17,10,0,556,30,5,26,18,219,1
"1559",17,10,0,555,30,5,26,18,207,1
"1560",17,10,0,555,30,5,26,18,212,1
"1561",17,10,0,555,30,5,26,18,199,1
"1562",16,9,0,560,29,5,24,17,388,1
"1563",17,10,0,554,30,5,25,18,232,1
"1564",17,10,0,553,30,5,25,18,230,1
"1565",17,10,0,556,30,5,25,18,238,1
"1566",17,10,0,555,30,5,25,18,249,1
"1567",17,10,0,555,30,5,25,18,227,1
"1568",17,10,0,553,30,5,25,18,212,1
"1569",17,9,0,552,30,5,25,18,174,1
"1570",17,10,0,556,30,5,25,18,220,1
"1571",17,10,0,553,30,5,25,18,195,1
"1572",17,10,0,582,32,5,27,18,312,1
"1573",16,10,0,550,29,4,25,17,366,1
"1574",15,10,0,554,28,3,25,16,485,1
"1575",16,10,0,551,29,4,25,16,427,1
"1576",16,10,0,549,29,4,25,17,351,1
"1577",17,9,0,544,29,5,24,17,263,1
"1578",17,10,0,544,29,5,25,17,253,1
"1579",16,10,0,552,29,4,25,16,446,1
"1580",16,10,0,551,29,4,25,17,404,1
"1581",16,10,0,546,29,4,25,17,295,1
"1582",16,10,0,548,29,4,25,17,378,1
"1583",16,10,0,552,29,4,25,17,418,1
"1584",16,10,0,549,29,4,25,17,386,1
"1585",16,11,0,604,32,3,28,17,500,1
"1586",18,8,0,541,30,7,23,19,22,1
"1587",18,8,0,547,30,6,24,19,111,1
"1588",18,8,0,544,30,6,24,19,36,1
"1589",18,8,0,545,30,6,24,19,84,1
"1590",18,8,0,536,30,7,23,19,2,1
"1591",18,8,0,543,30,7,24,19,5,1
"1592",18,9,0,546,30,6,24,19,95,1
"1593",18,8,0,540,30,7,23,19,47,1
"1594",18,8,0,541,30,6,24,19,67,1
"1595",16,9,0,565,29,4,24,17,486,1
"1596",16,9,0,561,29,5,24,17,371,1
"1597",16,9,0,563,29,4,24,17,428,1
"1598",17,9,0,547,30,6,24,19,140,1
"1599",17,9,0,544,29,6,24,18,137,1
"1600",17,9,0,544,30,6,24,19,118,1
"1601",18,8,0,545,30,6,24,19,108,1
"1602",18,8,0,543,29,6,23,19,111,1
"1603",18,7,0,517,29,8,21,19,18,1
"1604",17,8,0,530,29,7,22,19,140,1
"1605",17,10,0,561,30,5,26,18,210,1
"1606",17,10,0,560,30,5,26,18,229,1
"1607",17,10,0,562,30,5,26,18,245,1
"1608",15,11,0,574,30,3,27,16,533,1
"1609",18,10,0,558,32,6,26,19,112,1
"1610",16,10,0,552,29,4,25,17,393,1
"1611",15,10,0,556,28,3,25,16,510,1
"1612",17,10,0,578,31,5,27,18,223,1
"1613",17,10,0,580,31,4,27,18,248,1
"1614",17,10,0,578,31,5,27,18,238,1
"1615",18,10,0,557,31,6,25,19,27,1
"1616",18,10,0,559,31,6,25,19,30,1
"1617",15,9,0,562,28,4,24,16,584,1
"1618",16,8,0,543,28,5,23,17,387,1
"1619",15,8,0,548,27,5,23,16,548,1
"1620",15,8,0,558,28,4,24,16,586,1
"1621",16,9,0,548,29,4,25,17,370,1
"1622",17,9,0,542,29,5,24,18,218,1
"1623",16,9,0,546,29,4,24,17,308,1
"1624",16,10,0,546,29,4,25,17,342,1
"1625",16,9,0,547,29,4,25,17,307,1
"1626",17,9,0,537,29,5,24,18,164,1
"1627",17,9,0,538,29,5,24,18,170,1
"1628",17,9,0,543,29,5,24,18,217,1
"1629",16,10,0,550,28,4,25,16,420,1
"1630",17,10,0,566,31,4,26,17,260,1
"1631",16,11,0,605,32,3,28,17,421,1
"1632",17,11,0,604,32,4,28,17,350,1
"1633",17,11,0,602,32,4,28,18,317,1
"1634",17,11,0,606,32,4,28,17,382,1
"1635",17,11,0,603,32,4,28,17,350,1
"1636",17,11,0,600,32,4,28,18,304,1
"1637",17,9,0,554,30,6,25,18,182,1
"1638",17,10,0,568,30,4,26,18,248,1
"1639",17,10,0,570,30,4,26,18,271,1
"1640",17,10,0,571,30,4,26,18,244,1
"1641",16,9,0,554,29,5,24,17,391,1
"1642",17,6,0,430,27,9,18,13,200,1
"1643",16,8,0,535,28,5,23,17,324,1
"1644",17,10,0,552,30,5,25,18,179,1
"1645",16,10,0,564,30,4,26,17,370,1
"1646",16,10,0,564,30,4,26,17,383,1
"1647",17,10,0,552,30,5,25,18,160,1
"1648",14,11,0,611,30,1,28,15,862,1
"1649",15,7,0,568,28,5,24,12,13,1
"1650",14,11,0,612,30,1,29,11,694,1
"1651",16,11,0,616,31,3,29,17,411,1
"1652",16,11,0,616,31,2,29,16,468,1
"1653",17,9,0,552,30,5,25,18,171,1
"1654",17,10,0,556,30,5,25,18,224,1
"1655",17,9,0,552,30,5,24,18,167,1
"1656",13,11,0,593,28,1,28,14,882,1
"1657",14,11,0,591,29,1,28,15,739,1
"1658",16,11,0,576,30,3,27,17,369,1
"1659",14,11,0,590,29,2,28,15,648,1
"1660",14,11,0,591,29,1,28,14,777,1
"1661",14,11,0,591,29,1,28,15,711,1
"1662",14,11,0,588,29,1,28,14,787,1
"1663",13,11,0,592,28,1,28,14,866,1
"1664",14,11,0,594,29,1,28,14,811,1
"1665",14,11,0,590,29,1,28,14,797,1
"1666",15,8,0,544,27,4,23,16,497,1
"1667",15,8,0,541,27,4,23,16,447,1
"1668",14,10,0,562,28,2,26,15,668,1
"1669",14,11,0,580,29,2,27,11,684,1
"1670",14,11,0,580,29,1,27,11,768,1
"1671",14,11,0,580,29,2,27,11,742,1
"1672",15,11,0,579,29,2,27,11,649,1
"1673",14,11,0,584,29,1,27,10,794,1
"1674",14,11,0,580,29,2,27,11,723,1
"1675",14,11,0,579,29,2,27,11,661,1
"1676",15,11,0,577,29,2,27,15,618,1
"1677",13,11,0,585,28,1,28,10,852,1
"1678",13,11,0,584,29,1,28,10,836,1
"1679",13,11,0,585,28,1,28,10,850,1
"1680",17,9,0,554,30,5,25,18,175,1
"1681",17,9,0,559,30,5,25,18,227,1
"1682",17,9,0,559,30,5,25,18,222,1
"1683",17,8,0,548,29,5,23,18,288,1
"1684",17,6,0,520,27,7,20,18,50,1
"1685",15,10,0,612,31,2,28,16,566,1
"1686",13,10,0,554,28,1,27,7,1087,1
"1687",15,10,0,555,29,2,27,9,706,1
"1688",17,11,0,570,31,4,27,18,179,1
"1689",16,11,0,574,31,3,27,17,345,1
"1690",17,11,0,571,31,4,27,17,249,1
"1691",16,11,0,575,31,4,27,17,294,1
"1692",16,11,0,578,30,3,27,16,429,1
"1693",15,11,0,584,30,2,28,15,609,1
"1694",17,11,0,572,31,4,27,18,252,1
"1695",16,11,0,577,31,3,27,17,362,1
"1696",16,11,0,575,31,3,27,17,335,1
"1697",16,11,0,575,31,4,27,17,314,1
"1698",14,11,0,585,29,2,28,15,672,1
"1699",15,11,0,580,30,2,28,16,566,1
"1700",15,11,0,585,29,2,28,15,639,1
"1701",15,11,0,584,29,2,28,15,639,1
"1702",15,11,0,581,30,3,27,16,488,1
"1703",16,11,0,579,30,3,27,16,455,1
"1704",15,11,0,581,30,2,27,16,532,1
"1705",14,11,0,585,29,2,28,15,674,1
"1706",14,11,0,585,29,2,28,15,653,1
"1707",15,11,0,582,30,2,27,16,530,1
"1708",15,11,0,581,30,3,27,16,512,1
"1709",16,11,0,576,31,4,27,17,276,1
"1710",15,11,0,583,30,2,28,15,626,1
"1711",14,11,0,585,29,2,28,15,673,1
"1712",14,11,0,583,29,2,28,15,650,1
"1713",16,11,0,578,30,3,27,17,399,1
"1714",16,11,0,577,31,3,27,17,339,1
"1715",16,11,0,578,31,4,27,17,311,1
"1716",15,11,0,581,30,3,27,16,511,1
"1717",16,11,0,577,30,3,27,17,421,1
"1718",16,11,0,579,30,3,27,17,414,1
"1719",15,11,0,582,30,2,27,16,551,1
"1720",16,11,0,579,30,3,27,16,458,1
"1721",15,11,0,580,30,3,27,16,508,1
"1722",15,11,0,578,30,3,27,16,514,1
"1723",15,11,0,578,30,3,27,16,472,1
"1724",15,11,0,581,30,2,27,16,558,1
"1725",16,11,0,574,31,4,27,17,286,1
"1726",16,11,0,574,31,4,27,17,292,1
"1727",16,11,0,577,30,3,27,16,438,1
"1728",15,11,0,584,30,2,28,16,571,1
"1729",14,9,0,550,27,3,24,15,629,1
"1730",14,9,0,550,27,3,24,15,605,1
"1731",14,9,0,553,27,2,25,14,739,1
"1732",14,9,0,548,27,3,24,15,647,1
"1733",15,9,0,544,27,4,24,16,459,1
"1734",15,9,0,544,28,4,24,16,411,1
"1735",14,9,0,552,27,2,25,14,740,1
"1736",14,9,0,547,26,2,24,15,697,1
"1737",14,9,0,551,27,2,25,15,710,1
"1738",14,9,0,552,27,2,25,15,705,1
"1739",14,11,0,581,28,1,27,10,844,1
"1740",14,11,0,581,29,2,27,11,659,1
"1741",15,11,0,580,29,2,27,11,652,1
"1742",14,11,0,580,29,1,27,10,830,1
"1743",14,11,0,583,29,2,27,11,676,1
"1744",13,11,0,581,28,1,27,10,882,1
"1745",14,11,0,584,29,2,28,11,678,1
"1746",14,11,0,582,29,1,27,10,821,1
"1747",13,11,0,583,28,1,27,10,865,1
"1748",13,11,0,587,28,1,28,10,919,1
"1749",13,11,0,579,28,1,27,10,884,1
"1750",13,11,0,580,28,1,27,10,868,1
"1751",13,11,0,586,28,0,28,9,1003,1
"1752",15,7,0,557,27,5,22,16,673,1
"1753",14,11,0,587,29,1,28,14,770,1
"1754",17,12,0,603,33,4,29,18,294,1
"1755",15,10,0,613,30,2,28,15,838,1
"1756",14,10,0,593,28,1,27,14,943,1
"1757",12,10,0,595,27,0,27,13,1197,1
"1758",14,10,0,590,28,2,27,15,887,1
"1759",16,10,0,598,31,4,28,17,498,1
"1760",14,10,0,615,29,1,28,14,848,1
"1761",14,10,0,613,30,2,28,15,860,1
"1762",17,10,0,569,31,4,26,18,257,1
"1763",17,10,0,567,31,4,26,18,209,1
"1764",15,10,0,563,28,2,26,15,629,1
"1765",14,11,0,608,29,1,28,10,848,1
"1766",14,11,0,607,30,1,28,10,810,1
"1767",14,11,0,600,29,1,28,15,831,1
"1768",14,10,0,562,28,2,26,15,677,1
"1769",15,11,0,601,30,2,28,15,736,1
"1770",15,11,0,603,30,2,28,16,639,1
"1771",16,10,0,602,31,3,28,17,547,1
"1772",13,10,0,567,27,1,26,13,988,1
"1773",13,11,0,601,29,1,28,10,881,1
"1774",14,11,0,600,29,1,28,10,794,1
"1775",17,11,0,633,33,4,30,18,426,1
"1776",13,8,0,566,26,2,24,14,935,1
"1777",13,8,0,570,26,2,24,14,1018,1
"1778",14,8,0,561,26,3,23,15,861,1
"1779",12,8,0,576,26,1,24,13,1114,1
"1780",13,8,0,571,26,2,24,14,947,1
"1781",17,10,0,588,31,4,27,18,386,1
"1782",13,10,0,614,29,1,28,14,910,1
"1783",16,11,0,596,31,3,28,17,489,1
"1784",13,10,0,557,27,1,26,14,843,1
"1785",13,10,0,559,27,1,26,14,892,1
"1786",15,11,0,606,30,2,28,16,671,1
"1787",14,11,0,605,30,2,28,15,785,1
"1788",14,11,0,606,30,1,28,15,830,1
"1789",16,8,0,558,29,5,24,17,440,1
"1790",16,10,0,594,31,4,27,17,484,1
"1791",17,10,0,596,31,4,27,17,472,1
"1792",15,8,0,560,28,4,24,16,568,1
"1793",16,11,0,599,31,3,28,17,568,1
"1794",16,10,0,603,31,3,28,17,571,1
"1795",16,10,0,603,31,3,28,17,516,1
"1796",16,10,0,590,30,3,27,17,557,1
"1797",14,10,0,560,28,2,26,15,678,1
"1798",15,10,0,561,29,3,26,16,532,1
